Metadata_id,Metadata_condition,Metadata_dose,Metadata_matrix,TrackObjects_Label,Track_Angle,Track_Integrated_Distance_Traveled,Track_DP,Track_Length,Track_Life_Time,Track_One_Cell,Track_MSD,Track_Positive_Sector,Track_Negative_Sector,Track_Neutral_Sector_Up,Track_Neutral_Sector_Down,Track_Sector,Track_Speed_max,Track_Speed,Track_Speed_Y,Track_Speed_X,Track_xFMI,Track_yFMI,Track_Directionality,Track_Distance_Traveled,Track_CI
C1,CP17,5,FN,2,2.9010655573863504,79.39830785581975,1,67,67,TRUE,4.688628592820013,1,0,0,0,1,6.116161837583448,-0.7900472009528884,0.2650416147005119,0.5201654128935227,0.09454082058489764,0.2074676549462009,-0.5581969655290178,-0.8325574749827247,0.7738904412781308
C1,CP17,5,FN,20,2.711914876377515,115.7428621247684,1,88,88,TRUE,3.8247651395720936,1,0,0,0,1,8.542288635384883,-0.6753107810696639,0.3693626174037048,0.23734129526230652,-0.29182676970082616,0.44849748381130394,-0.16911758740671395,-0.4793391068965314,0.643766352965878
C1,CP17,5,FN,22,2.0333077988879165,92.44556010485981,1,32,32,TRUE,13.077952471601607,0,0,1,0,3,16.903477581648346,0.8125580172153963,0.7511481902684695,0.4142535858765591,0.5824330569090391,0.6496152919207923,-0.5112820719267847,-0.7628410443038102,-0.32600301784712593
C1,CP17,5,FN,23,1.3651833561875735,17.394315736844934,1,32,32,TRUE,1.1817510033639531,0,0,1,0,3,4.3909614418496075,-1.3682624373539234,0.2546636652728789,1.0509495328750853,1.1306205869674526,0.31676071417793616,-1.0054097788843215,-1.1019450980962218,-1.6884991946350953
C1,CP17,5,FN,24,3.052911870001464,230.0554916476184,2,88,88,TRUE,2.073590401011859,1,0,0,0,1,15.01216386405683,0.5082720880288276,0.29876944588506743,-1.2419908191964188,-0.8835253598596035,0.1682258146306078,0.19908354252596885,0.5715060035039639,0.825967059469362
C1,CP17,5,FN,25,1.9586824259862634,415.1981596905264,2,120,120,TRUE,4.5985142206342395,0,0,1,0,3,28.147390575432034,1.2692094549903676,1.4408138567271649,-0.11786957476639334,0.3072584052076039,1.2071843628852188,0.21179513431669694,1.9658586343091844,-0.468387298398662
C1,CP17,5,FN,26,2.523862181282001,365.94939570556403,2,119,119,TRUE,1.1976922948249737,1,0,0,0,1,22.09020735999792,0.9198882851601303,1.1114632754082598,-1.8655460587728494,-1.0507995238426566,1.0050754501145949,0.7013267762477999,2.4632042684809456,0.4470378740081229
C1,CP17,5,FN,27,-2.7775106302498456,49.636621246806804,1,121,121,TRUE,2.1258312334763216,1,0,0,0,1,5.873654092842849,-1.5011005879290056,0.19111090400964675,0.9149969320923553,0.4225852675509441,-0.09151453553103964,-0.8053686622828725,-1.0030494479601488,0.696876050981289
C1,CP17,5,FN,3,-0.7448143097262466,260.01184035640614,2,118,118,TRUE,1.1638853492570402,0,1,0,0,2,44.865194177301156,0.12814526407383398,-0.4934160600954161,2.772110786529393,2.8068602213897917,-0.9712809920803069,0.5611614176087496,1.2473073045167262,-2.8010276338631814
C1,CP17,5,FN,32,-3.120035187964336,46.01731958982774,3,37,37,TRUE,0.034797029570007,1,0,0,0,1,5.1883852421456895,-0.7222589346714023,0.19223599276881728,-0.8804567414686021,-2.3103949028170825,0.013368587025026215,1.3222108068107532,-0.5398025553252004,0.8337126193424923
C1,CP17,5,FN,36,2.2512556413044353,63.193394257286094,1,72,72,TRUE,3.0766348526400753,0,0,1,0,3,4.808647132054469,-1.0719557078406023,0.3955190181201861,0.6875593915816947,0.18237975657184496,0.7366862013429565,-0.24733657780306825,-0.7983539889864361,0.05727866806604683
C1,CP17,5,FN,37,1.3926497997512504,143.63369344907903,2,72,72,TRUE,35.68471625102367,0,0,1,0,3,10.214387744905448,-0.05139454605870559,0.9605062630084175,1.3381701265636659,1.3883740209292457,1.2663000968233833,0.19485986083437612,-0.07039563430235715,-1.6320155268922116
C1,CP17,5,FN,39,2.70632308315743,78.78809491360424,2,37,37,TRUE,16.93000293835299,1,0,0,0,1,12.664989953110812,0.09772987206537899,0.6107906113605746,-0.9362337644683448,-0.971573416409651,0.6549251660381377,0.42679648274763826,-0.46033650956470834,0.638856534779207
C1,CP17,5,FN,4,2.3815475730764373,59.665287205147706,1,46,46,TRUE,0.3525503812209975,1,0,0,0,1,5.952919677079332,-0.6793485325346267,0.36544643385762726,0.6571892535983563,0.4148375229946042,0.4402001248793368,-0.6442828165448979,-0.9311306987573015,0.2576730408956835
